sgRNA	Gene	HT29-Reference	HT29-Baseline	HT29-D1	HT29-D2	HT29-80-1	HT29-80-2
sg_3697_1	ITIH1	3447	3191	3221	3171	2065	2370
sg_7913_1	DEK	3263	3104	2825	2874	5034	4344
sg_83744_2	ZNF484	2915	2902	3297	3208	2801	2751
sg_26064_2	RAI14	4745	4431	4117	3439	4327	3221
sg_5500_2	PPP1CB	1557	816	187	163	50	178
sg_91544_1	UBXN11	1728	1577	1514	1225	1870	1712
sg_100533183_4	ZNF664-FAM101A	1175	1080	1052	629	7646	4639
sg_399947_3	C11orf87	4147	3707	3998	2882	4397	3877
sg_215_2	ABCD1	2861	2459	2289	1247	1242	966
sg_682_2	BSG	4788	4158	3848	3428	3023	2095
sg_1584_4	CYP11B1	1340	926	879	924	537	413
sg_4129_4	MAOB	2417	1867	1754	1493	710	1346
sg_79810_1	PTCD2	3467	2601	2614	2038	2538	1083
sg_2690_1	GHR	2154	1646	1425	974	1355	1559
sg_6278_4	S100A7	1352	1585	1594	1109	708	403
sg_79640_1	C22orf46	3872	2816	3391	2831	2282	1693
sg_5347_3	PLK1	3961	332	92	117	26	9
sg_221223_1	CES5A	4188	3223	3654	1893	1617	1623
sg_163688_2	CALML6	938	707	649	348	305	550
sg_5480_3	PPIC	1763	1169	1283	1188	449	757
sg_5631_2	PRPS1	1598	1615	1356	841	378	693
sg_51264_1	MRPL27	1478	1236	1022	1011	3006	1162
sg_2001_2	ELF5	3873	3452	3643	3014	1314	1351
sg_339906_2	PRSS42	3560	3082	2853	1977	1761	1928
sg_139105_4	BEND2	5190	3923	5142	4562	1794	1918
sg_134860_2	TAAR9	4166	3518	2713	2973	1846	2334
sg_822_4	CAPG	4664	4257	4708	3588	3239	3161
sg_1740_1	DLG2	4293	3738	4261	2569	2691	2171
sg_10048_1	RANBP9	2631	2044	1517	1449	575	439
sg_79037_1	PVRIG	4460	4312	5286	3807	3836	2802
sg_59349_2	KLHL12	1547	1335	1926	1240	740	1020
sg_55379_2	LRRC59	5115	3764	3773	3516	2575	3641
sg_7189_2	TRAF6	3215	3099	4068	2503	2151	2558
sg_57623_4	ZFAT	4095	2189	1687	1461	944	965
sg_128497_3	SPATA25	1845	1849	1667	1536	1206	1062
sg_5564_4	PRKAB1	2061	1797	1889	1329	1643	950
sg_25794_1	FSCN2	2137	1906	1441	1430	1629	2008
sg_84894_4	LINGO1	1601	1415	1110	713	1135	931
sg_256764_2	WDR72	2687	2428	2577	2144	1094	795
sg_10645_4	CAMKK2	1168	831	1068	1028	1147	699
sg_375686_3	SPATC1	4189	2569	2240	1988	3711	2772
sg_125150_2	ZSWIM7	7182	6653	7707	6050	6704	6776
sg_59341_3	TRPV4	2125	1792	2492	1406	2371	1218
sg_27434_2	POLM	4552	4052	3981	2094	1522	1277
sg_8527_3	DGKD	2151	2058	2324	1239	4354	3276
sg_81557_4	MAGED4B	1366	778	710	763	1410	1086
sg_8909_3	ENDOU	4830	4170	4103	3556	2579	2626
sg_91624_1	NEXN	5237	3863	2923	3154	4234	3710
sg_284353_2	NKPD1	3168	3517	3831	2474	2832	1537
sg_28969_1	BZW2	2819	2177	1518	1640	1211	1355
sg_344787_3	ZNF860	4951	4581	5715	4383	3723	2454
sg_125113_2	KRT222	1145	1092	672	1178	4654	4599
sg_645191_3	LINGO3	2582	1853	2267	1114	1849	1760
sg_90102_3	PHLDB2	1789	1607	1510	1330	835	1087
sg_8910_3	SGCE	2983	2684	2433	2600	1397	1429
sg_7385_2	UQCRC2	3502	3505	2747	3235	2497	4166
sg_2566_2	GABRG2	4468	4458	4397	3255	4438	3770
sg_6689_2	SPIB	635	548	493	621	325	581
sg_84868_4	HAVCR2	2780	2780	3019	2594	2135	2472
sg_10005_3	ACOT8	1869	1646	1801	1454	2540	2739
sg_27127_3	SMC1B	3753	3288	2719	2789	3084	3109
sg_58527_4	ABRACL	2610	2280	2229	2057	3404	2517
sg_81448_2	OR6K2	3545	3430	3267	2660	2220	2110
sg_27154_2	BRPF3	4754	4551	4863	4909	6266	8561
sg_147719_3	LYPD4	2823	2289	1766	1225	2917	2021
sg_814_3	CAMK4	1823	1591	1751	1516	1951	821
sg_7869_3	SEMA3B	3794	3465	3400	2679	3490	1894
sg_64225_2	ATL2	2432	885	184	459	578	767
sg_5305_1	PIP4K2A	2147	1951	2209	2104	1452	1446
sg_84179_4	MFSD7	1116	843	889	682	341	181
sg_55280_2	CWF19L1	2546	1978	1250	1295	1472	1553
sg_5340_3	PLG	3907	3770	4704	3531	5989	6177
sg_NTC_720	Non_Targeting_Control_720	3783	3423	3671	3489	2372	2041
sg_4115_2	MAGEB4	1819	1536	1595	1346	928	1607
sg_83699_4	SH3BGRL2	1046	1116	1024	811	2394	2230
sg_55622_2	TTC27	2650	1306	478	752	792	617
sg_344892_4	RTP2	2107	1825	1339	1209	1465	1315
sg_27112_1	FAM155B	2242	1614	1464	1318	648	476
sg_23247_3	KIAA0556	2469	1984	1496	1897	1043	972
sg_100131187_2	TSTD1	476	597	339	631	380	1783
sg_10_1	NAT2	2925	2871	2555	2116	2711	3493
sg_3693_4	ITGB5	3883	2888	2178	1139	2665	2673
sg_440585_4	FAM183A	4406	3289	4450	2681	2482	2259
sg_6832_3	SUPV3L1	1447	856	654	605	565	472
sg_84063_2	KIRREL2	3119	2478	1798	1666	2826	2057
sg_54887_3	UHRF1BP1	3127	2676	3076	2745	3463	2251
sg_283927_4	NUDT7	1271	1378	1825	1540	1299	623
sg_51619_1	UBE2D4	2423	1757	1517	1739	3962	1926
sg_10699_4	CORIN	5928	6062	6230	5722	6978	5905
sg_50940_3	PDE11A	2054	1651	1627	1092	2410	1913
sg_NTC_617	Non_Targeting_Control_617	5736	5068	5940	5119	9762	12810
sg_79683_2	ZDHHC14	2356	1851	2074	2133	1892	1907
sg_54149_2	C21orf91	2126	2161	2007	1841	2441	2951
sg_51073_4	MRPL4	1177	894	17	36	38	12
sg_55205_1	ZNF532	4101	3488	2168	1654	4024	5564
sg_9557_3	CHD1L	1721	1302	1243	901	1064	680
sg_157_1	ADRBK2	2220	1519	1615	1102	584	699
sg_63916_1	ELMO2	6502	6496	8027	5966	14998	13834
sg_666_1	BOK	4636	3443	2691	2698	1691	1308
sg_11102_4	RPP14	3716	1637	489	406	701	461
sg_51006_3	SLC35C2	3518	3156	3407	2788	4220	4690
sg_60492_1	CCDC90B	2818	2753	2611	2429	2991	1755
sg_6323_3	SCN1A	739	569	623	769	878	925
sg_403282_3	OR6C65	3323	2927	4006	1943	2730	1845
sg_388662_1	SLC6A17	4063	2786	3174	2225	1141	1147
sg_8772_3	FADD	1924	940	624	373	247	574
sg_10589_4	DRAP1	1314	944	1447	1030	1580	1183
sg_7919_4	DDX39B	662	245	335	230	426	113
sg_63951_2	DMRTA1	1192	1119	780	602	1322	1865
sg_221504_1	ZBTB9	3332	2458	2234	2660	2475	2627
sg_7770_1	ZNF227	1277	1149	908	755	1567	1133
sg_10112_3	KIF20A	671	654	523	358	351	490
sg_5977_4	DPF2	3989	3346	3354	2497	2412	2097
sg_340385_1	ZNF517	1926	1658	1061	672	893	1352
sg_11243_3	PMF1	1456	1431	1360	1158	560	516
sg_8788_4	DLK1	1584	1301	1611	1118	1239	1356
sg_10053_4	AP1M2	2139	1975	2067	1973	1574	1419
sg_170692_3	ADAMTS18	2857	2362	2528	2416	1630	2059
sg_100132963_3	SMIM9	1405	1472	1073	540	587	232
sg_83933_4	HDAC10	3586	2765	2638	1927	1532	1483
sg_7431_1	VIM	1405	1172	1554	776	798	465
sg_205860_3	TRIML2	1460	1340	2247	878	3860	2529
sg_3481_2	IGF2	2759	2552	2515	2025	2499	3145
sg_196527_3	ANO6	2607	2378	2175	1721	2446	1355
sg_203427_4	SLC25A43	4085	3268	3273	3103	2863	1448
sg_58508_4	KMT2C	4392	3864	1636	1941	1942	1971
sg_11236_1	RNF139	4210	1917	1936	1197	2925	1868
sg_23025_4	UNC13A	1713	1576	1805	993	1952	1875
sg_255027_3	MPV17L	3801	2851	3158	2390	2130	1629
sg_1995_4	ELAVL3	2946	2806	3787	2369	1532	1516
sg_116444_1	GRIN3B	3130	2756	2147	1993	1397	981
sg_24137_2	KIF4A	3500	3044	2357	1508	350	374
sg_55789_3	DEPDC1B	1603	1270	1103	641	457	195
sg_1668_2	DEFA3	4181	3837	3688	3077	3690	3199
sg_84993_3	UBL7	4294	3751	2930	2975	1040	1018
sg_10897_2	YIF1A	3225	3194	2714	1966	3300	3486
sg_116448_2	OLIG1	4948	4891	4508	3506	3295	2392
sg_440093_1	H3F3C	5454	3905	2744	1949	2894	3711
sg_10165_1	SLC25A13	3563	3216	3756	3442	3615	1837
sg_NTC_295	Non_Targeting_Control_295	4868	4632	5634	5203	7677	6535
sg_144568_4	A2ML1	2419	1923	1673	1608	2789	1682
sg_55904_4	KMT2E	3622	3431	2988	2650	2071	1937
sg_117247_4	SLC16A10	1037	972	984	918	1426	1745
sg_9748_1	SLK	2567	2085	2520	1391	2845	1801
sg_319_4	APOF	4209	3954	4776	3014	5259	3629
sg_84639_2	IL1F10	2460	1971	1855	2055	4431	3011
sg_602_2	BCL3	3831	3127	2907	2944	1663	2616
sg_10795_2	ZNF268	4759	3789	3557	2353	3809	4306
sg_NTC_49	Non_Targeting_Control_49	5608	5047	5523	4883	2804	2547
sg_3972_1	LHB	1480	571	162	64	198	43
sg_11056_2	DDX52	3588	2691	1027	954	1131	1267
sg_22856_4	CHSY1	2328	1963	1400	1682	1734	1921
sg_9804_3	TOMM20	3943	2415	986	743	537	374
sg_144125_1	OR2AG1	2323	1917	2495	1678	1082	1408
sg_23180_1	RFTN1	2079	1802	1485	1639	757	1311
sg_1056_2	CEL	5384	3996	3361	2682	2237	2510
sg_7287_4	TULP1	1907	1842	1787	1474	3690	3624
sg_345274_1	SLC10A6	3943	3768	3463	2709	1462	1324
sg_686_3	BTD	909	861	1187	886	608	279
sg_1747_2	DLX3	2460	1638	1092	703	1427	1403
sg_6103_4	RPGR	1311	1259	1272	844	2045	1774
sg_245930_2	DEFB116	3073	2947	2996	1935	5365	6810
sg_168400_1	DDX53	2803	2483	2666	2729	1468	1724
sg_162394_1	SLFN5	2192	1796	1496	1293	919	2182
sg_390261_3	OR6M1	1859	1501	1414	708	297	504
sg_140823_4	ROMO1	1736	648	173	130	693	2907
sg_402415_4	XKRX	1125	1019	1107	804	956	528
sg_54453_1	RIN2	3581	3082	2558	2350	3097	5988
sg_9627_1	SNCAIP	1545	1324	1048	1121	1196	1216
sg_40_4	ASIC2	2824	2660	2971	2220	1589	1818
sg_64927_1	TTC23	2518	2340	2008	2032	3954	4877
sg_406_1	ARNTL	4179	3631	4230	3434	4337	3959
sg_2262_1	GPC5	975	1048	1171	557	1140	839
sg_23120_2	ATP10B	1782	1962	1945	2001	1471	1417
sg_219958_4	OR1S2	1961	1734	1577	1846	1210	1018
sg_54914_2	FOCAD	2334	2085	2548	1600	1358	1171
sg_85449_3	KIAA1755	2455	2359	1936	1350	3840	3929
sg_NTC_919	Non_Targeting_Control_919	3523	3132	4708	2748	2720	2564
sg_641371_1	ACOT1	3150	2756	2488	1733	2467	1752
sg_11284_1	PNKP	2203	1569	1262	903	716	916
sg_23522_3	KAT6B	1764	1267	1241	1057	1753	1944
sg_2618_1	GART	4821	3266	1186	734	583	689
sg_23291_4	FBXW11	2906	1641	541	484	2073	1070
sg_386617_1	KCTD8	1395	1279	883	1140	624	919
sg_3442_4	IFNA5	1363	1134	977	699	2887	2135
sg_10327_4	AKR1A1	4607	3625	4179	2406	3500	5001
sg_57673_3	BEND3	3988	2586	2309	1761	3964	3050
sg_26257_4	NKX2-8	4419	4131	4450	3287	4369	2317
sg_125962_3	OR7G1	3490	3552	4463	2825	2483	2077
sg_56342_1	PPAN	2148	1188	511	392	652	572
sg_134285_3	TMEM171	1257	1553	1947	1552	2006	1198
sg_5325_4	PLAGL1	1336	1281	1248	1447	954	1175
sg_55187_1	VPS13D	2108	495	98	244	35	36
sg_1312_3	COMT	3548	2220	2164	2187	2442	1904
sg_54619_2	CCNJ	884	687	285	293	553	264
sg_7695_4	ZNF136	2825	2906	3462	2823	3379	3202
sg_127665_4	ZNF648	1171	1019	1544	546	238	546
sg_6867_3	TACC1	4607	4312	4116	3708	6078	6284
sg_23623_3	RUSC1	4622	4308	3991	3048	2948	3802
sg_170622_3	COMMD6	1563	1281	1020	672	434	521
sg_5342_1	PLGLB2	3492	2298	2551	1767	3141	1897
sg_8969_3	HIST1H2AG	4378	3720	2953	2662	2171	1837
sg_79803_3	HPS6	827	706	786	634	319	236
sg_204474_1	PDILT	1364	977	971	784	725	587
sg_2332_1	FMR1	2045	1883	2162	1701	1787	1853
sg_2331_1	FMOD	2959	2291	2968	2066	1918	2140
sg_9123_3	SLC16A3	3097	2674	2311	1972	1401	1542
sg_645961_1	SPATA31C2	1871	1634	1257	795	444	615
sg_8605_3	PLA2G4C	823	709	788	950	1346	673
sg_5205_3	ATP8B1	4801	4636	4385	3791	6528	5317
sg_80344_2	DCAF11	5341	4265	3268	2694	2912	1884
sg_144404_2	TMEM120B	3130	2569	2517	2007	1221	727
sg_84287_3	ZDHHC16	1815	1667	1960	1610	735	1160
sg_390992_3	HES3	722	1033	823	685	348	361
sg_258_4	AMBN	4007	3038	2911	2421	4111	5022
sg_57465_2	TBC1D24	2613	2000	1769	1911	1514	1837
sg_10401_4	PIAS3	5479	3953	3903	2509	2304	1321
sg_5915_3	RARB	1002	1141	1392	908	788	914
sg_619189_1	SERINC4	3167	2563	2838	2193	1347	1394
sg_137872_2	ADHFE1	3474	2966	3749	2566	3591	3634
sg_29984_4	RHOD	2344	1832	1708	1554	1613	1318
sg_85463_3	ZC3H12C	1200	1579	1820	1148	925	1520
sg_6628_2	SNRPB	3869	1779	314	528	648	205
sg_100131902_4	KRTAP25-1	980	711	1033	745	407	520
sg_5889_1	RAD51C	4899	3154	722	680	669	952
sg_10780_3	ZNF234	4396	3759	3551	3446	2591	1535
sg_8452_1	CUL3	5172	1597	609	673	396	253
sg_8641_4	PCDHGB4	4900	4714	4998	3940	7121	6428
sg_57576_1	KIF17	1333	1169	1058	1026	1343	1215
sg_729330_1	OC90	1088	1057	820	680	307	166
sg_205_1	AK4	4609	3685	3620	3075	2108	1884
sg_132014_2	IL17RE	2731	2300	2996	2357	906	1128
sg_222234_2	FAM185A	2877	2269	2296	1834	3010	1186
sg_100132911_2	DPH3P1	5674	4553	3878	3027	6423	5592
sg_1958_2	EGR1	4848	3945	3142	2238	3512	2815
sg_NTC_523	Non_Targeting_Control_523	4479	4041	3401	2852	3505	3859
sg_5001_3	ORC5	1924	1453	135	94	114	56
sg_11095_3	ADAMTS8	3922	3337	3089	2895	2768	3479
sg_8848_1	TSC22D1	1622	1250	1955	686	1080	1047
sg_23082_2	PPRC1	1635	1011	461	578	1119	490
sg_254272_4	TBC1D28	1467	1439	1317	797	1156	2112
sg_81579_3	PLA2G12A	4212	3724	3736	2387	3289	2329
sg_10219_4	KLRG1	2206	1655	1439	1114	937	417
sg_29974_1	A1CF	2400	2196	1922	1442	1237	1597
sg_9816_2	URB2	2959	1548	803	715	995	557
sg_80162_4	ATHL1	1168	1166	1476	1119	460	209
sg_158931_2	TCEAL6	3415	3473	2448	2373	1916	1989
sg_3098_2	HK1	3836	2954	3409	2240	3857	1790
sg_10691_1	GMEB1	1507	1166	786	584	323	452
sg_51809_4	GALNT7	2649	2239	2249	2646	1810	3030
sg_55709_1	KBTBD4	6216	6001	6677	5282	3538	3382
sg_81926_4	ABHD17A	2476	1319	946	488	454	1194
sg_10523_3	CHERP	2778	634	261	311	134	178
sg_11247_4	NXPH4	2406	2181	3030	2565	2203	796
sg_60672_3	MIIP	4013	3439	3930	2954	2622	1159
sg_167127_1	UGT3A2	4386	3390	3652	2848	1942	2420
sg_55629_1	PNRC2	3017	2914	4927	2603	2325	2937
sg_728780_4	ANKDD1B	2157	1851	1937	1369	769	715
sg_80204_2	FBXO11	2124	1466	1284	1083	567	468
sg_4814_4	NINJ1	2594	1772	1432	926	1308	1643
sg_9684_3	LRRC14	1239	1343	1534	991	1857	1055
sg_100170229_2	SRRM5	4637	4678	5029	3347	4051	4383
sg_26146_2	TRAF3IP1	2126	1641	2098	1570	1697	1884
sg_6882_1	TAF11	2779	2077	693	1191	1157	1402
sg_55257_3	MRGBP	1530	1177	527	861	559	722
sg_7675_4	ZNF121	4774	4159	5042	4528	3523	2947
sg_26986_1	PABPC1	2811	1142	363	597	1679	607
sg_79007_2	DBNDD1	1809	1434	1248	852	588	497
sg_50_2	ACO2	4039	1994	553	838	609	525
sg_25855_1	BRMS1	3433	2589	2260	2142	2213	1182
sg_57709_1	SLC7A14	5669	4360	4467	3446	4106	5562
sg_401992_1	OR2T2	3720	3118	2429	2333	973	1283
sg_6534_1	SLC6A7	3853	3440	3355	3564	1389	1734
sg_8660_3	IRS2	1454	1367	1327	1077	835	1902
sg_90316_3	TGIF2LX	3847	3823	3217	2437	3012	3233
sg_10723_2	SLC12A7	1960	1458	484	828	884	980
sg_6326_3	SCN2A	2099	1453	1908	1183	3205	2886
sg_342618_4	SLFN14	1209	896	658	632	622	473
sg_54434_1	SSH1	3946	3801	3348	2814	2771	2897
sg_22853_1	LMTK2	3107	2705	3060	2761	3631	3277
sg_3418_2	IDH2	2461	1323	1543	1087	748	515
sg_22820_2	COPG1	4724	2060	1183	1029	667	1002
sg_6787_4	NEK4	1754	1415	2206	958	1238	1263
sg_11223_2	MST1L	2821	2112	2429	1990	1992	3207
sg_2829_4	XCR1	3433	2387	2810	1939	1552	2014
sg_619208_4	FAM229B	3558	3583	3160	4297	3292	2787
sg_8870_3	IER3	3681	2732	2886	2210	1636	1819
sg_55328_3	RNLS	1180	800	616	483	498	719
sg_134548_3	SOWAHA	4492	3634	4432	3384	2348	3205
sg_790955_1	UQCC3	2360	1879	1510	1310	1316	1122
sg_831_1	CAST	3785	2980	2694	2176	2055	1566
sg_148581_2	UBE2U	1292	1189	1348	856	1370	2310
sg_1260_3	CNGA2	475	387	318	525	517	443
sg_4249_1	MGAT5	2962	2392	2273	1770	1725	1472
sg_116832_4	RPL39L	2808	2808	2817	2721	1271	1187
sg_1346_3	COX7A1	5069	3936	4605	3864	3180	2998
sg_81551_2	STMN4	3129	3557	3866	2808	2972	2895
sg_347411_4	MPC1L	960	761	973	472	207	438
sg_9896_3	FIG4	1864	1559	1232	1409	1172	1794
sg_5728_1	PTEN	3477	3710	9625	8507	2321	3672
sg_26032_2	SUSD5	3018	2719	3987	3050	4379	3928
sg_642612_1	TRIM49C	5929	1780	694	620	817	1147
sg_81033_4	KCNH6	3206	2939	2497	2187	2472	1294
sg_145741_3	C2CD4A	1471	1474	1506	1717	2128	2562
sg_1404_3	HAPLN1	2196	1304	1014	727	1792	2035
sg_9533_1	POLR1C	2005	441	101	106	16	1
sg_55198_2	APPL2	3721	2860	2770	2878	3133	2492
sg_146754_3	DNAH2	4780	3789	4180	3658	3209	1907
sg_11167_3	FSTL1	3062	2739	3237	2141	3301	3824
sg_84073_1	MYCBPAP	431	333	76	115	455	246
sg_29945_2	ANAPC4	6872	3691	1753	1709	424	459
sg_1266_3	CNN3	3559	2982	3583	2099	1711	1589
sg_7555_2	CNBP	1915	1460	1387	1449	2943	2582
sg_149233_4	IL23R	1266	1043	1162	1063	1005	1099
sg_257019_2	FRMD3	2650	2109	1950	1907	2270	2521
sg_55695_4	NSUN5	961	908	715	476	1575	1730
sg_56001_2	NXF2	2294	1861	1603	1129	1391	2190
sg_85320_1	ABCC11	4031	3695	3143	2574	3279	1560
sg_22847_3	ZNF507	3736	2903	2730	2481	3279	3559
sg_399694_4	SHC4	2793	2491	3216	2019	3250	1692
sg_115362_4	GBP5	3040	2768	3012	2038	2378	3737
sg_57143_3	ADCK1	1133	1187	967	1060	421	822
sg_388121_4	TNFAIP8L3	3317	2522	3300	3142	5029	4120
sg_342527_2	SMTNL2	2176	2113	2357	1907	1102	1132
sg_388633_4	LDLRAD1	3828	2926	3549	2557	3403	2584
sg_23008_2	KLHDC10	1324	976	1788	793	346	136
sg_26512_2	INTS6	4708	564	231	128	766	205
sg_8450_1	CUL4B	1636	1840	2400	1897	1039	1485
sg_151636_1	DTX3L	2721	2870	3821	2861	1982	2555
sg_701_4	BUB1B	2997	1204	417	204	2849	2924
sg_283464_1	GXYLT1	3777	3725	3218	3083	2820	2341
sg_4645_3	MYO5B	4007	3547	4126	2937	2092	2450
sg_7345_1	UCHL1	7131	6280	5990	4886	4546	4370
sg_728858_3	C12orf71	1375	915	1363	845	1676	1366
sg_23246_1	BOP1	2430	495	93	40	18	32
sg_25972_2	UNC50	4040	2813	1633	1499	1839	1183
sg_6883_3	TAF12	3362	2910	2800	2501	1785	1286
sg_2888_3	GRB14	1890	1449	1673	1268	853	1422
sg_4991_3	OR1D2	1952	1210	973	725	637	722
sg_401250_1	MCCD1	2510	2097	2450	1722	2052	2370
sg_64762_2	GAREM	8680	7467	6959	5877	5196	4604
sg_10135_4	NAMPT	1196	770	545	205	329	555
sg_3199_2	HOXA2	1152	1185	828	1207	150	424
sg_145567_1	TTC7B	3711	3590	3377	3035	4417	3166
sg_66000_3	TMEM108	1268	1000	1661	1029	428	652
sg_55435_4	AP1AR	2011	1792	1578	1425	1369	1066
sg_23246_2	BOP1	3743	1962	861	373	259	88
sg_30_2	ACAA1	2843	2513	2774	1989	1256	1159
sg_64093_2	SMOC1	4101	3375	3323	2915	2496	2529
sg_65268_1	WNK2	5687	5073	5701	3940	6225	5309
sg_102723859_2	LOC102723859	3824	3266	3723	3384	3871	4160
sg_196074_4	METTL15	1709	1617	1618	1255	1104	917
sg_84527_4	ZNF559	1153	837	817	1017	711	1152
sg_728072_2	CT47A5	3466	72	70	8	47	73
sg_2559_1	GABRA6	1974	1723	2476	1900	1970	2162
sg_138065_4	RNF183	2077	2033	1877	1759	1705	1300
sg_653149_2	NBPF6	3025	1680	1216	965	1294	1375
sg_1634_3	DCN	1210	1122	1010	1138	1096	1157
sg_8763_1	CD164	2882	2535	2335	1857	1199	685
sg_2487_4	FRZB	4073	3286	3649	2699	1184	1353
sg_80349_1	WDR61	3930	2817	2356	1557	2050	1489
sg_388021_3	TMEM179	3763	3642	4183	2941	5902	3557
sg_2332_3	FMR1	1739	1540	1729	1324	1123	1094
sg_8438_3	RAD54L	1173	1115	1215	1116	1459	536
sg_79109_4	MAPKAP1	2232	1584	726	724	1922	1206
sg_55437_4	STRADB	4870	4012	4654	3140	1999	1559
sg_84708_4	LNX1	1683	1745	1803	1228	1350	1546
sg_51550_1	CINP	2968	2596	665	1114	1042	779
sg_5956_3	OPN1LW	3534	3387	4451	3207	2952	5195
sg_284759_3	SIRPB2	3586	3536	3917	2920	4948	5217
sg_327657_3	SERPINA9	3984	4047	4096	3547	4233	4023
sg_128414_1	NKAIN4	2403	2315	1978	1706	6303	8882
sg_10563_2	CXCL13	3433	3051	3530	3161	2163	3522
sg_147807_1	ZNF524	3735	3330	3164	2400	2140	1973
sg_27012_3	KCNV1	4627	4272	5115	3715	2821	2662
sg_5545_3	PRB4	3318	2332	2064	2436	1432	2279
sg_197370_2	NSMCE1	4990	4050	1155	1122	1052	879
sg_55347_2	ABHD10	2085	1468	1143	850	1384	2245
sg_10517_2	FBXW10	4927	4647	4075	2769	2760	4639
sg_7520_1	XRCC5	2024	548	221	327	138	78
sg_11086_4	ADAM29	1140	1068	866	870	449	159
sg_79171_4	RBM42	1302	1141	852	925	1108	1438
sg_54538_1	ROBO4	1744	1916	1360	1279	410	613
sg_54737_1	MPHOSPH8	4032	2828	1866	1477	2286	1157
sg_65084_2	TMEM135	1518	1178	814	1264	1159	826
sg_9617_2	MTRF1	2206	1530	1026	561	1898	1950
sg_1111_3	CHEK1	1382	115	17	17	24	171
sg_339291_4	LRRC30	1542	1149	1521	792	928	683
sg_6155_3	RPL27	1362	387	106	64	89	79
sg_6223_4	RPS19	3655	366	68	68	172	86
sg_338662_3	OR8D4	1321	1407	1044	700	374	569
sg_6545_4	SLC7A4	1310	1029	941	535	313	180
sg_400757_4	C1orf141	1342	1075	1431	733	1062	973
sg_5774_1	PTPN3	625	758	645	369	217	588
sg_343578_4	ARHGAP40	1659	1450	1510	1546	2081	1712
sg_542767_2	C1QTNF9B-AS1	3093	1197	645	418	252	194
sg_284361_3	EMC10	1111	738	652	620	1075	1353
sg_79892_3	MCMBP	2644	1774	1247	819	974	428
sg_143379_1	C10orf82	6827	6941	7525	6220	8244	5820
sg_125963_3	OR1M1	1102	961	984	629	899	551
sg_123263_3	MTFMT	849	707	388	273	394	238
sg_4919_1	ROR1	2279	2123	2432	2426	2528	2719
sg_147923_1	ZNF420	1507	1591	1278	1149	333	266
sg_29965_2	CDIP1	4742	4302	4228	2690	3132	2352
sg_10321_4	CRISP3	3381	3034	3801	3090	3279	3728
sg_3824_2	KLRD1	1918	1734	1956	1850	1542	1379
sg_80023_4	NRSN2	1214	1076	1438	839	789	1299
sg_646892_1	SH2D7	2605	2444	1766	1271	2600	1234
sg_79188_1	TMEM43	1432	1412	1580	1343	927	896
sg_1793_4	DOCK1	2501	2119	1542	1802	360	719
sg_2120_4	ETV6	3506	3255	3418	2819	2799	1736
sg_123872_3	DNAAF1	4403	4033	4660	3618	4072	5167
sg_1311_3	COMP	2348	1523	1842	1650	1871	2100
sg_3449_4	IFNA16	2459	2403	2834	1917	2469	2440
sg_58493_1	INIP	657	489	203	230	187	184
sg_91074_4	ANKRD30A	2241	1841	2425	1794	2070	1685
sg_55681_3	SCYL2	8114	7759	8675	6298	7130	6065
sg_8764_4	TNFRSF14	2617	1754	1324	1238	1057	803
sg_84236_1	RHBDD1	4334	3698	3955	3321	3554	3051
sg_643311_2	CT47B1	5656	5667	4419	3487	4886	4048
sg_79762_2	C1orf115	1079	889	1092	592	235	416
sg_10585_3	POMT1	2376	2172	2208	2210	1401	1146
sg_140711_1	TLDC2	3323	2829	3065	2083	3948	5178
sg_220002_1	CYB561A3	3415	3007	3900	2871	3839	3381
sg_158830_1	CXorf65	2125	1747	1947	1431	2234	1870
sg_90737_4	PAGE5	3297	2887	3383	2023	2618	2209
sg_338599_3	DUPD1	2416	1906	1841	1772	1326	1595
sg_8565_3	YARS	4212	1076	653	315	516	268
sg_8355_1	HIST1H3G	2829	1463	1603	1129	935	1040
sg_112950_3	MED8	2763	999	325	218	1555	642
sg_23286_4	WWC1	3564	3211	3752	2574	1971	2110
sg_10962_1	MLLT11	2712	1602	1635	1505	2259	2564
sg_1241_2	LTB4R	3230	1696	2156	1493	993	483
sg_65989_1	DLK2	3897	3443	3793	3197	5345	3200
sg_2805_2	GOT1	4589	3861	4213	3116	2920	2926
sg_5799_1	PTPRN2	2521	2413	1947	1811	1950	4489
sg_2697_2	GJA1	4832	2990	2729	3064	2238	3224
sg_7168_3	TPM1	1351	1029	1307	1141	403	334
sg_1278_4	COL1A2	1253	1034	1157	820	2279	1761
sg_923_1	CD6	1833	1585	1838	1292	2025	1483
sg_6954_4	TCP11	2975	2721	2704	2330	890	1169
sg_5151_3	PDE8A	1340	960	795	869	331	275
sg_7881_2	KCNAB1	1616	1498	915	1029	363	711
sg_8120_4	AP3B2	1868	1590	1160	1510	652	421
sg_79675_4	FASTKD1	3883	4003	4742	3468	3746	3246
sg_10466_2	COG5	1470	1385	964	919	845	991
sg_130617_1	ZFAND2B	2105	1747	1790	1620	792	972
sg_84319_3	CMSS1	1595	1432	2141	1172	4131	2214
sg_100101267_4	POM121C	3823	3167	4692	2601	2698	3379
sg_5931_4	RBBP7	1114	881	870	818	108	407
sg_342184_3	FMN1	787	562	1044	922	777	543
sg_1297_4	COL9A1	3412	3064	2650	1949	4377	2982
