Gene	sgRNA	D18_DMSO|beta	D18_DMSO|z	D18_DMSO|p-value	D18_DMSO|fdr	D18_DMSO|wald-p-value	D18_DMSO|wald-fdr	D18_CompB|beta	D18_CompB|z	D18_CompB|p-value	D18_CompB|fdr	D18_CompB|wald-p-value	D18_CompB|wald-fdr
ACSS2	6	0.20103	1.576	0.2157	0.81106	0.11502	0.33298	0.26982	2.1316	0.10641	0.68597	0.033038	0.20018
ACSS3	6	0.17873	1.2503	0.26612	0.81145	0.21119	0.45318	0.10439	0.73434	0.50929	0.93799	0.46274	0.68669
ACTA1	6	0.16586	1.5422	0.30016	0.82122	0.12302	0.34453	0.19885	1.8581	0.22825	0.81942	0.063148	0.26623
ACTA2	6	0.075571	0.60269	0.61118	0.92417	0.54671	0.73563	0.17175	1.384	0.293	0.85461	0.16635	0.41428
ACTB	6	-0.11561	-0.96739	0.57372	0.91173	0.33335	0.56793	-0.25667	-2.1517	0.20821	0.80119	0.031419	0.19567
ACTBL2	6	0.16777	1.9788	0.29432	0.81852	0.047837	0.22624	0.12001	1.4193	0.45047	0.9176	0.15582	0.40262
ACTC1	6	0.17094	1.4388	0.28597	0.81319	0.15022	0.38115	0.24596	2.0835	0.13744	0.72144	0.037203	0.20964
ACTG1	6	-0.20958	-2.3697	0.29948	0.82122	0.017801	0.16093	-0.12407	-1.4183	0.54365	0.94122	0.1561	0.40282
ACTG2	6	0.17273	1.6337	0.28127	0.81145	0.10233	0.31959	0.15767	1.5001	0.33164	0.86894	0.13359	0.37578
ACTL10	6	-0.11507	-1.5083	0.57595	0.91272	0.13147	0.35633	0.038752	0.5155	0.77244	0.97308	0.6062	0.79143
ACTL6A	6	-0.34651	-2.4853	0.097194	0.6572	0.012943	0.14147	-0.32924	-2.3789	0.11339	0.69608	0.017365	0.14919
ACTL6B	6	0.24108	2.0964	0.1415	0.73258	0.036043	0.2127	0.21411	1.8732	0.19535	0.79263	0.06104	0.2627
ACTL7A	6	0.15157	2.0615	0.34328	0.84538	0.039255	0.22075	0.10134	1.3837	0.5196	0.9395	0.16644	0.41428
ACTL7B	6	0.50658	2.893	0.0041524	0.24202	0.0038152	0.081891	0.48103	2.758	0.0055213	0.28605	0.0058152	0.090674
ACTL8	6	-0.1109	-1.2262	0.59256	0.92099	0.22012	0.46127	-0.13135	-1.4618	0.51992	0.9395	0.14381	0.38904
ACTL9	6	-0.1321	-1.5766	0.51453	0.89929	0.11489	0.33284	-0.064892	-0.77983	0.77093	0.97308	0.43549	0.66516
ACTN1	6	-0.065039	-0.72934	0.77673	0.97226	0.4658	0.67737	-0.16995	-1.9133	0.39854	0.89939	0.055708	0.25175
ACTN2	6	0.31933	2.0768	0.05494	0.56078	0.037816	0.21752	0.30278	1.9815	0.07164	0.61472	0.047537	0.2341
ACTN4	6	-0.22844	-2.3669	0.2595	0.81145	0.017937	0.16157	-0.22651	-2.3662	0.26402	0.84211	0.017972	0.15119
ACTR10	6	-0.23	-1.4299	0.25581	0.81145	0.15273	0.38437	-0.20494	-1.2897	0.31002	0.86175	0.19717	0.44799
ACTR1A	6	-0.067302	-0.33416	0.7676	0.9699	0.73826	0.86218	-0.2091	-1.041	0.30171	0.85792	0.29787	0.54777
ACTR1B	6	0.41465	2.2484	0.014648	0.35487	0.024552	0.18341	0.36415	1.9882	0.032307	0.48861	0.046789	0.23183
ACTR2	6	-0.23134	-1.0059	0.25316	0.81145	0.31445	0.55195	-0.4568	-1.9861	0.038832	0.5192	0.047019	0.2326
ACTR3	6	-0.26528	-2.7523	0.19261	0.79268	0.0059171	0.10132	-0.29174	-3.0469	0.15633	0.74641	0.002312	0.057402
ACTR3B	6	-0.41654	-2.8295	0.052156	0.55139	0.0046625	0.090806	-0.35519	-2.4292	0.092539	0.66176	0.01513	0.1408
ACTR3C	6	-0.025924	-0.24915	0.94442	0.99171	0.80324	0.89775	-0.0091955	-0.088826	0.98658	0.99728	0.92922	0.96517
ACTR5	6	0.1556	1.9609	0.33105	0.84184	0.049885	0.22941	0.11966	1.5155	0.4517	0.91847	0.12966	0.37109
ACTR6	6	-0.6175	-3.2513	0.0094912	0.30914	0.001149	0.044337	-0.5735	-3.048	0.014374	0.36458	0.0023036	0.057398
ACTR8	6	-0.12342	-1.1282	0.5446	0.90545	0.25923	0.50048	-0.096259	-0.88596	0.64604	0.96227	0.37564	0.61669
ACTRT1	6	0.19719	1.5801	0.22386	0.81145	0.11408	0.33184	0.28531	2.3049	0.088615	0.65425	0.021173	0.16332
ACTRT2	6	0.25689	1.1552	0.1196	0.70171	0.24801	0.49013	0.35121	1.6011	0.038193	0.51599	0.10936	0.34288
ACTRT3	6	0.051451	0.3618	0.71143	0.95662	0.7175	0.85008	-0.19095	-1.3416	0.34314	0.87433	0.17973	0.4297
ACVR1	6	0.11928	1.4724	0.44759	0.88411	0.14092	0.36918	0.12797	1.5859	0.4266	0.91097	0.11277	0.3482
ACVR1B	6	-0.22287	-1.8562	0.2705	0.81145	0.063432	0.25748	-0.33051	-2.7626	0.11239	0.69419	0.005735	0.090031
ACVR1C	6	-0.22906	-2.4466	0.25754	0.81145	0.014423	0.14786	-0.23527	-2.5283	0.24636	0.83193	0.011461	0.12328
ACVR2A	6	0.081804	1.2082	0.58563	0.91783	0.22699	0.46845	0.0040762	0.060445	0.92681	0.98725	0.9518	0.97739
ACVR2B	6	-0.032879	-0.25826	0.91335	0.98746	0.7962	0.89403	0.12733	1.0109	0.42856	0.91164	0.31207	0.56097
ACVRL1	6	-0.02254	-0.19493	0.95943	0.9947	0.84545	0.92222	0.13645	1.1885	0.39822	0.89904	0.23463	0.48731
ACY1	6	0.27613	1.6107	0.095003	0.65389	0.10724	0.3249	0.29601	1.7392	0.078211	0.63015	0.081994	0.29993
ACY3	6	-0.07508	-0.89932	0.7353	0.96205	0.36848	0.59646	-0.06998	-0.8455	0.75013	0.97308	0.39783	0.63553
ACYP1	5	0.1092	0.72535	0.5248	0.9014	0.46824	0.679	0.087325	0.58338	0.61027	0.95672	0.55964	0.75795
ACYP2	6	-0.098964	-0.62457	0.63865	0.93394	0.53225	0.72508	-0.023053	-0.14695	0.95054	0.99082	0.88317	0.94252
ADA	6	-0.047418	-0.3258	0.84965	0.98093	0.74458	0.86531	-0.099746	-0.68998	0.63121	0.95989	0.4902	0.70763
ADAD1	6	0.078901	0.69842	0.59744	0.9214	0.48492	0.69078	0.028018	0.24928	0.81839	0.97374	0.80314	0.8979
ADAD2	6	0.017765	0.15891	0.85526	0.98093	0.87374	0.93831	0.10533	0.94925	0.50554	0.9365	0.34249	0.58698
ADAL	6	0.19734	0.75277	0.2235	0.81145	0.45159	0.66706	0.15838	0.60808	0.32891	0.86833	0.54314	0.74603
ADAM10	6	0.018025	0.16124	0.85407	0.98093	0.87191	0.93744	-0.077663	-0.69873	0.71928	0.97308	0.48472	0.70335
ADAM11	6	0.0025907	0.025646	0.92357	0.98783	0.97954	0.99074	-0.1184	-1.177	0.56454	0.94896	0.23919	0.49205
ADAM12	6	-0.026274	-0.47143	0.94296	0.99165	0.63733	0.79782	0.013708	0.24772	0.88236	0.9793	0.80435	0.89853
ADAM15	6	0.042135	0.23074	0.75218	0.96556	0.81751	0.90635	0.026959	0.14901	0.82313	0.97374	0.88154	0.94161
ADAM17	6	-0.087315	-0.96824	0.68451	0.94823	0.33292	0.56779	-0.028115	-0.3147	0.92868	0.98725	0.75299	0.86977
ADAM18	6	-0.088971	-1.1314	0.67739	0.94663	0.25789	0.499	0.01323	0.17014	0.88455	0.98008	0.8649	0.93249
ADAM19	6	-0.043956	-0.45388	0.86553	0.98193	0.64991	0.80646	-0.13536	-1.4036	0.50641	0.93663	0.16044	0.40751
ADAM2	6	-0.25378	-2.2316	0.21269	0.81106	0.025639	0.18723	-0.20336	-1.8067	0.31403	0.86342	0.070815	0.28148
ADAM20	6	0.19249	1.1775	0.23381	0.81145	0.23901	0.48133	0.22177	1.3685	0.18006	0.77773	0.17117	0.41926
ADAM21	6	0.1589	1.2404	0.32015	0.83343	0.21485	0.45663	0.19596	1.5405	0.23509	0.82455	0.12343	0.36285
ADAM22	6	0.19473	1.4236	0.22898	0.81145	0.15457	0.38714	0.12019	0.88322	0.44987	0.9176	0.37712	0.61791
ADAM23	6	0.20415	1.421	0.20908	0.80584	0.15531	0.38815	0.33132	2.3343	0.049144	0.5509	0.019582	0.15754
ADAM28	6	-0.26391	-2.3945	0.19493	0.7942	0.016644	0.15682	-0.21615	-1.976	0.28633	0.85319	0.04815	0.23538
ADAM29	6	-0.095717	-0.92939	0.65211	0.93887	0.35269	0.58426	-0.062356	-0.61023	0.78275	0.97308	0.54171	0.74499
ADAM30	6	-0.2348	-2.6608	0.24609	0.81145	0.0077947	0.11465	-0.17855	-2.0401	0.37522	0.88906	0.041337	0.22019
ADAM32	6	-0.0065596	-0.053617	0.96669	0.99493	0.95724	0.97945	0.015539	0.12847	0.87529	0.97754	0.89778	0.9497
ADAM33	6	0.29514	2.8543	0.075017	0.61389	0.0043125	0.088018	0.15767	1.5287	0.33164	0.86894	0.12635	0.36708
ADAM7	6	-0.03951	-0.32103	0.88346	0.98369	0.74819	0.86689	0.026045	0.2138	0.82752	0.97374	0.8307	0.91406
ADAM8	6	0.10747	1.2442	0.49008	0.89371	0.21343	0.45543	0.059057	0.68758	0.68684	0.96997	0.49172	0.70883
ADAM9	6	-0.71458	-3.1385	0.0046543	0.24878	0.0016982	0.054172	-0.76093	-3.3721	0.0041068	0.26271	0.00074609	0.031203
ADAMDEC1	6	0.42912	1.8896	0.012047	0.32878	0.058811	0.24852	0.45883	2.0354	0.0078029	0.29636	0.041806	0.22119
ADAMTS1	6	0.15862	1.9727	0.32101	0.83383	0.048533	0.22701	0.17313	2.1598	0.2898	0.85386	0.030785	0.19378
ADAMTS10	6	0.10596	0.93594	0.49541	0.89483	0.3493	0.58129	0.0084326	0.074804	0.90618	0.98373	0.94037	0.97158
ADAMTS12	6	0.2052	1.7799	0.20735	0.8056	0.075085	0.27685	0.11652	1.0149	0.46338	0.92437	0.31014	0.55938
ADAMTS13	6	-0.0035075	-0.04576	0.9535	0.99434	0.9635	0.98297	-0.016975	-0.22277	0.97842	0.99527	0.82371	0.90953
ADAMTS14	6	-0.089427	-1.2982	0.67552	0.94593	0.19423	0.43301	-0.10417	-1.5214	0.61433	0.95727	0.12816	0.36925
ADAMTS15	6	-0.013761	-0.081344	0.99941	0.99991	0.93517	0.96849	0.025939	0.15492	0.82783	0.97374	0.87688	0.93909
ADAMTS16	6	-0.49407	-1.788	0.026101	0.44222	0.073779	0.27503	-0.47893	-1.75	0.032352	0.48863	0.080124	0.29658
ADAMTS17	6	0.3156	1.6966	0.057267	0.56557	0.089775	0.30128	0.43997	2.3874	0.010267	0.32097	0.016967	0.1479
ADAMTS18	6	-0.03615	-0.13884	0.89806	0.98628	0.88958	0.94526	0.097475	0.38224	0.53361	0.94029	0.70228	0.84269
ADAMTS19	6	0.13927	2.0445	0.38056	0.85631	0.040903	0.22549	0.078793	1.1606	0.60789	0.9558	0.24581	0.4983
ADAMTS2	6	-0.068397	-0.61754	0.7624	0.96775	0.53688	0.72848	-0.071753	-0.65179	0.74305	0.97308	0.51454	0.72534
ADAMTS20	6	-0.12298	-0.94385	0.54638	0.90581	0.34525	0.57809	-0.18717	-1.4445	0.35186	0.87845	0.1486	0.39457
ADAMTS3	6	0.16355	0.99138	0.30659	0.82458	0.3215	0.55803	0.19718	1.2058	0.2324	0.82307	0.22791	0.4809
ADAMTS4	6	-0.16422	-1.8385	0.41871	0.87347	0.065982	0.26096	-0.2026	-2.2812	0.31554	0.86342	0.022535	0.16855
ADAMTS5	6	0.10045	0.96445	0.51513	0.89974	0.33482	0.56896	0.098994	0.95533	0.52786	0.94029	0.33941	0.58417
ADAMTS6	6	0.028337	0.17495	0.81319	0.97746	0.86112	0.93142	-0.028813	-0.1789	0.92517	0.98725	0.85802	0.92873
ADAMTS7	6	-0.092186	-0.78774	0.6647	0.94395	0.43085	0.65037	0.029474	0.25551	0.81232	0.97374	0.79833	0.89459
ADAMTS8	6	-0.053874	-0.56065	0.82323	0.97805	0.57504	0.75585	0.042006	0.43965	0.76016	0.97308	0.66019	0.82931
ADAMTS9	6	-0.039825	-0.51128	0.88264	0.98363	0.60915	0.77936	0.023505	0.30455	0.83865	0.97413	0.76071	0.87306
ADAMTSL1	6	-0.052867	-0.83019	0.8277	0.97894	0.40643	0.6284	-0.031246	-0.49306	0.91421	0.98555	0.62197	0.80285
ADAMTSL2	6	0.18686	1.5327	0.24778	0.81145	0.12536	0.34776	0.21592	1.7822	0.19179	0.79058	0.074718	0.28874
ADAMTSL3	6	-0.030312	-0.31449	0.92439	0.98783	0.75315	0.86966	-0.05762	-0.60097	0.80192	0.97374	0.54786	0.74853
ADAMTSL4	6	-0.13462	-0.88997	0.50655	0.8964	0.37348	0.60059	-0.25754	-1.7089	0.20703	0.80018	0.087477	0.3105
ADAMTSL5	6	-0.23151	-2.3702	0.25307	0.81145	0.017776	0.1609	-0.2395	-2.4745	0.23783	0.82455	0.013343	0.1328
ADAP1	6	0.28701	2.5596	0.083413	0.6295	0.010481	0.12962	0.27012	2.4214	0.10614	0.68597	0.01546	0.14218
ADAP2	6	0.016964	0.14895	0.85927	0.98186	0.88159	0.94155	-0.013882	-0.12294	0.99201	0.99867	0.90216	0.95197
ADAR	6	0.039748	0.4561	0.7624	0.96775	0.64831	0.80529	-0.054111	-0.62316	0.8162	0.97374	0.53318	0.7388
ADARB1	6	0.13083	0.81559	0.40844	0.86811	0.41474	0.63497	0.04337	0.27156	0.75455	0.97308	0.78596	0.8884
ADARB2	6	0.1841	1.779	0.25343	0.81145	0.075235	0.27685	0.26896	2.6178	0.10787	0.68821	0.0088509	0.11049
ADAT1	6	0.036752	0.44151	0.77614	0.97226	0.65884	0.8129	0.045623	0.55186	0.74511	0.97308	0.58104	0.77268
ADAT2	6	0.05645	0.6373	0.69172	0.95082	0.52393	0.71892	-0.053517	-0.60673	0.81853	0.97374	0.54403	0.74644
ADAT3	6	-0.0093295	-0.074182	0.98015	0.99682	0.94087	0.97186	-0.062419	-0.49856	0.78243	0.97308	0.61809	0.79966
ADC	6	0.059725	0.71401	0.67862	0.94691	0.47522	0.68377	0.14388	1.7299	0.37577	0.88906	0.083648	0.3035
ADCK1	6	-0.1397	-1.4049	0.49062	0.89371	0.16006	0.3933	-0.14757	-1.4939	0.46644	0.92437	0.1352	0.37787
ADCK2	6	-0.045952	-0.48178	0.85581	0.98093	0.62996	0.79252	-0.050778	-0.53552	0.83034	0.97374	0.59229	0.78066
ADCK3	6	0.12829	1.374	0.41757	0.8734	0.16944	0.40453	0.026101	0.28073	0.82747	0.97374	0.77892	0.88482
ADCK4	6	0.0049387	0.045807	0.91248	0.98746	0.96346	0.98297	0.046687	0.43599	0.74059	0.97308	0.66284	0.83104
ADCK5	6	-0.062026	-0.55501	0.78823	0.97307	0.57889	0.75907	-0.083576	-0.75277	0.695	0.97229	0.45159	0.67901
ADCY1	6	0.099558	1.041	0.51873	0.89987	0.29787	0.53703	-0.080438	-0.8436	0.70764	0.97308	0.39889	0.63641
ADCY10	6	-0.14017	-1.2791	0.48893	0.89345	0.20086	0.44016	-0.19591	-1.8	0.33078	0.86894	0.071866	0.28301
ADCY2	6	0.26937	2.4963	0.10363	0.6697	0.012548	0.13939	0.24936	2.3202	0.13265	0.71657	0.02033	0.16072
ADCY3	6	0.097158	1.084	0.52781	0.90183	0.27838	0.51981	0.10091	1.1331	0.52115	0.9395	0.25715	0.51006
ADCY4	6	-0.010347	-0.045308	0.98339	0.99682	0.96386	0.98305	0.18974	0.83915	0.24997	0.83263	0.40138	0.63852
ADCY5	6	0.24125	1.8343	0.14118	0.73196	0.066604	0.2621	0.29105	2.2296	0.083094	0.63856	0.025772	0.17901
ADCY6	6	0.17628	2.2918	0.27251	0.81145	0.021917	0.17661	0.1308	1.708	0.41793	0.90947	0.087637	0.31058
ADCY7	6	0.43227	2.0003	0.011499	0.32184	0.045462	0.22624	0.50644	2.3567	0.0039699	0.26271	0.018437	0.15305
ADCY8	6	0.1107	1.0867	0.4783	0.89155	0.27718	0.51851	0.14864	1.4662	0.35975	0.88205	0.14259	0.388
ADCY9	6	0.0086583	0.11565	0.89724	0.98628	0.90793	0.95606	0.037949	0.51078	0.77586	0.97308	0.6095	0.79323
ADCYAP1	6	0.34079	2.2225	0.04271	0.52018	0.026251	0.18906	0.39044	2.5619	0.022359	0.43134	0.010411	0.11816
ADCYAP1R1	6	0.048819	0.7289	0.72197	0.9588	0.46606	0.67756	0.14428	2.1732	0.37477	0.88906	0.029767	0.19052
ADD1	6	0.0074382	0.075037	0.9023	0.98628	0.94019	0.97153	0.073091	0.74419	0.62957	0.95921	0.45676	0.68304
ADD2	6	0.17148	1.4538	0.28442	0.81297	0.14601	0.37595	0.16723	1.4239	0.30431	0.86007	0.15448	0.40104
ADD3	6	-0.22813	-2.5724	0.25978	0.81145	0.0101	0.12867	-0.069078	-0.78616	0.75355	0.97308	0.43177	0.66258
ADH1A	6	0.069264	0.31764	0.63824	0.93377	0.75076	0.86841	0.078003	0.3616	0.61086	0.95675	0.71765	0.85163
ADH1B	6	0.016947	0.22367	0.85932	0.98186	0.82301	0.90953	0.037955	0.50345	0.77582	0.97308	0.61465	0.79713
ADH4	6	0.14966	1.323	0.34871	0.84753	0.18584	0.42407	0.16599	1.4773	0.30732	0.86079	0.1396	0.38378
ADH5	6	-0.26073	-2.5582	0.20059	0.79808	0.010521	0.12962	-0.31536	-3.1119	0.12699	0.70977	0.0018591	0.050991
ADH6	6	0.2954	2.4803	0.074743	0.61257	0.013127	0.14228	0.27036	2.2824	0.10582	0.68567	0.022467	0.16839
ADH7	6	-0.22045	-2.5094	0.27602	0.81145	0.012095	0.13769	-0.243	-2.7839	0.23176	0.82264	0.0053704	0.087623
ADHFE1	6	-0.25312	-1.3744	0.2136	0.81106	0.16933	0.40453	-0.30519	-1.671	0.1394	0.72574	0.094713	0.32155
ADI1	6	0.18337	1.4258	0.25503	0.81145	0.15392	0.38614	0.034713	0.27093	0.78914	0.97308	0.78644	0.88876
ADIG	6	0.010598	0.10861	0.88757	0.98437	0.91351	0.95867	0.035636	0.36837	0.78512	0.97308	0.7126	0.84868
ADIPOQ	6	0.43889	2.1899	0.010358	0.31181	0.028535	0.19689	0.38922	1.9501	0.022952	0.43475	0.051159	0.24152
ADIPOR1	6	-0.015769	-0.10824	0.99055	0.99816	0.9138	0.95873	0.14106	0.98304	0.38389	0.89086	0.32559	0.57247
ADIPOR2	6	-0.34918	-3.0789	0.095049	0.654	0.0020778	0.059994	-0.29551	-2.6308	0.15113	0.74255	0.0085191	0.10836
ADIRF	6	0.35784	2.5055	0.033904	0.48129	0.012228	0.13856	0.27402	1.9268	0.10139	0.67743	0.054006	0.24812
ADK	6	0.1669	1.4439	0.29678	0.82028	0.14876	0.37904	0.20006	1.7411	0.2261	0.81749	0.081664	0.29938
ADM	6	0.11813	1.6135	0.45234	0.88588	0.10663	0.3249	0.11829	1.6232	0.45731	0.92114	0.10454	0.33537
ADM2	6	-0.11858	-0.77379	0.56181	0.90964	0.43905	0.65668	-0.019764	-0.13109	0.96664	0.99373	0.8957	0.94915
ADM5	6	-0.2242	-0.92283	0.26776	0.81145	0.3561	0.58651	-0.31917	-1.3202	0.12284	0.70521	0.18678	0.43777
ADNP	6	-0.038399	-0.2406	0.88798	0.98437	0.80986	0.90237	0.076696	0.48649	0.61551	0.95746	0.62662	0.80625
ADNP2	6	-0.11765	-0.64422	0.56591	0.91056	0.51943	0.71579	-0.10007	-0.55481	0.62989	0.95921	0.57903	0.77134
ADO	6	-0.11927	-1.1654	0.55971	0.90948	0.24386	0.48599	-0.013242	-0.13089	0.99503	0.99922	0.89586	0.94915
ADORA1	6	0.083582	0.81645	0.57842	0.91424	0.41425	0.63447	0.10147	0.99691	0.51901	0.93922	0.31881	0.56613
ADORA2A	6	0.03725	0.59251	0.77367	0.9718	0.55351	0.74045	0.037002	0.59149	0.77974	0.97308	0.55419	0.75384
ADORA2B	6	0.01102	0.15227	0.88542	0.98413	0.87898	0.94041	-0.080929	-1.1226	0.70532	0.97308	0.2616	0.51398
ADORA3	6	0.050244	0.60158	0.71613	0.95749	0.54745	0.73612	0.069005	0.83397	0.64513	0.96216	0.4043	0.64071
ADPGK	6	0.14304	1.4725	0.3682	0.85631	0.14089	0.36918	0.062628	0.64784	0.67324	0.96773	0.51709	0.7268
ADPRH	6	0.19603	1.2342	0.22651	0.81145	0.21714	0.45841	0.090741	0.57448	0.55966	0.94656	0.56564	0.76204
ADPRHL1	6	-0.18592	-1.7185	0.35642	0.85171	0.085708	0.29335	-0.22141	-2.0596	0.27497	0.84911	0.03944	0.21574
ADPRHL2	6	0.20639	1.9135	0.20538	0.80375	0.055689	0.24137	0.23312	2.1765	0.15825	0.74736	0.029516	0.19002
ADPRM	6	0.28873	2.2235	0.08177	0.62767	0.026181	0.18897	0.18376	1.4208	0.26407	0.84211	0.15537	0.40213
ADRA1A	6	0.099485	0.95189	0.5191	0.89987	0.34116	0.57471	0.13735	1.3258	0.39553	0.89824	0.1849	0.43542
ADRA1B	6	0.13506	1.6313	0.39366	0.86046	0.10284	0.31985	0.071976	0.87343	0.63468	0.96076	0.38243	0.62284
ADRA1D	6	0.23726	2.1852	0.14857	0.74284	0.028872	0.19773	0.14121	1.3048	0.38353	0.89086	0.19196	0.44333
ADRA2A	6	0.32406	2.0314	0.051654	0.54872	0.042211	0.22624	0.43185	2.7245	0.011545	0.33421	0.0064403	0.095243
ADRA2B	6	0.090463	0.80927	0.55149	0.90613	0.41836	0.63851	0.1217	1.0964	0.4444	0.91509	0.2729	0.52332
ADRA2C	6	0.04737	0.2926	0.72854	0.96019	0.76983	0.87942	-0.053147	-0.32963	0.81999	0.97374	0.74168	0.8671
ADRB1	6	-0.0058816	-0.028853	0.96427	0.99493	0.97698	0.98941	-0.052158	-0.25708	0.82469	0.97374	0.79711	0.89408
ADRB2	6	0.041122	0.55056	0.75679	0.96634	0.58194	0.76108	-0.0011853	-0.015952	0.94976	0.99082	0.98727	0.99385
ADRB3	6	0.18621	1.5849	0.24887	0.81145	0.11298	0.32991	0.19609	1.6784	0.23495	0.82455	0.093275	0.3187
ADRBK1	6	0.17637	1.5544	0.27219	0.81145	0.12009	0.34055	0.23344	2.0707	0.15793	0.74736	0.038385	0.21296
ADRBK2	6	-0.25686	-2.4056	0.20698	0.80529	0.016145	0.15526	-0.19099	-1.8047	0.34305	0.87433	0.071119	0.2819
ADRM1	6	0.14825	0.63558	0.353	0.84974	0.52505	0.71987	0.13519	0.58181	0.40292	0.90205	0.56069	0.7585
ADSL	6	-0.2653	-1.85	0.19256	0.79264	0.064308	0.25813	-0.23427	-1.6453	0.24846	0.83193	0.099917	0.32937
ADSS	6	-0.11699	-0.74748	0.56856	0.91142	0.45477	0.6701	-0.19851	-1.2765	0.3253	0.86661	0.20179	0.45306
ADSSL1	6	0.033216	0.45938	0.79005	0.97379	0.64596	0.8036	-0.047395	-0.65809	0.8454	0.97572	0.51048	0.72236
ADTRP	6	-0.87696	-2.7726	0.0020534	0.23913	0.0055608	0.098438	-0.65888	-2.106	0.0075747	0.29381	0.035209	0.20527
AEBP1	6	0.018012	0.16206	0.85407	0.98093	0.87126	0.93722	-0.08881	-0.80364	0.67447	0.96817	0.4216	0.65472
AEBP2	6	-0.19044	-1.6687	0.34387	0.84583	0.09518	0.3087	-0.25676	-2.2653	0.20799	0.80119	0.023492	0.17165
AEN	6	0.10844	0.99765	0.48693	0.89298	0.31845	0.55511	-0.016242	-0.14995	0.98188	0.99625	0.8808	0.94123
AES	6	0.32211	2.3388	0.053206	0.55619	0.019347	0.16702	0.37473	2.7438	0.028474	0.47655	0.0060732	0.09249
AFAP1	6	-0.1461	-1.4031	0.47191	0.8895	0.16059	0.39402	-0.21131	-2.0424	0.2971	0.85564	0.041115	0.21991
AFAP1L1	6	-0.028381	-0.33688	0.93365	0.98946	0.73621	0.86093	-0.026801	-0.31959	0.93438	0.98832	0.74928	0.86977
AFAP1L2	6	-0.066537	-1.1723	0.77098	0.9711	0.24109	0.48365	-0.02151	-0.3814	0.95829	0.99198	0.70291	0.84324
AFF1	6	0.028612	0.20041	0.81186	0.97746	0.84116	0.92013	-0.20144	-1.4128	0.31859	0.86443	0.15771	0.40477
AFF2	6	-0.17418	-1.5561	0.39033	0.85833	0.11967	0.34037	-0.23797	-2.1396	0.24089	0.82505	0.032386	0.19815
AFF3	6	0.055677	0.77632	0.69505	0.95283	0.43756	0.65557	0.034847	0.48852	0.78836	0.97308	0.62518	0.80532
AFF4	6	-0.43737	-2.6805	0.042893	0.52018	0.0073515	0.11134	-0.43789	-2.7031	0.044901	0.54273	0.0068699	0.097953
AFG3L2	6	-0.18213	-1.0951	0.36701	0.85631	0.27345	0.51493	-0.10095	-0.61613	0.62651	0.95873	0.53781	0.74219
AFM	6	-0.10618	-0.69165	0.61136	0.92425	0.48916	0.6938	-0.10375	-0.68343	0.6162	0.95746	0.49434	0.71049
AFMID	6	-0.031475	-0.26882	0.91891	0.98746	0.78807	0.88901	-0.13862	-1.1898	0.49468	0.93231	0.23413	0.48705
AFP	6	-0.23923	-2.2115	0.23833	0.81145	0.027004	0.19189	-0.068618	-0.64384	0.75601	0.97308	0.51968	0.72898
AFTPH	6	-0.18747	-2.1551	0.35241	0.84974	0.031151	0.20205	-0.13179	-1.5264	0.51841	0.9392	0.1269	0.3679
AGA	6	0.22227	1.5374	0.17358	0.7776	0.1242	0.34625	0.21607	1.506	0.19142	0.79058	0.13207	0.374
AGAP1	6	-0.16067	-2.0359	0.42957	0.87739	0.04176	0.22624	-0.13198	-1.6834	0.51791	0.9392	0.0923	0.31722
AGAP11	6	-0.14983	-2.0983	0.4606	0.88588	0.035881	0.21263	0.036909	0.52149	0.7801	0.97308	0.60203	0.78841
AGAP2	6	0.0968	0.68311	0.52914	0.90183	0.49454	0.6971	0.17606	1.2576	0.28223	0.85193	0.20853	0.46087
AGAP3	6	0.32085	1.4217	0.05389	0.559	0.15511	0.38782	0.25638	1.1413	0.12288	0.70521	0.25376	0.50598
AGAP4	6	0.1732	1.9761	0.28022	0.81145	0.048138	0.22624	0.033426	0.38571	0.79512	0.97308	0.69971	0.84055
AGAP5	6	-0.85362	-2.302	0.0023272	0.23913	0.021337	0.17422	-0.69638	-1.91	0.0060689	0.28632	0.056133	0.25244
AGAP6	6	-0.42397	-1.7484	0.048551	0.53983	0.080391	0.28537	-0.74723	-3.106	0.0042437	0.26271	0.0018963	0.051625
AGAP7	6	0.1732	1.9761	0.28022	0.81145	0.048138	0.22624	0.033426	0.38571	0.79512	0.97308	0.69971	0.84055
AGAP8	6	0.1732	1.9761	0.28022	0.81145	0.048138	0.22624	0.033426	0.38571	0.79512	0.97308	0.69971	0.84055
AGAP9	6	-0.011858	-0.077863	0.99042	0.99816	0.93794	0.97006	-0.16942	-1.1229	0.40005	0.90092	0.26148	0.51389
AGBL1	6	0.19039	1.6345	0.23869	0.81145	0.10215	0.31949	0.21271	1.8363	0.19863	0.7955	0.066315	0.27333
AGBL2	6	0.12256	1.2496	0.43573	0.87977	0.21144	0.45318	0.097337	0.99777	0.53397	0.94034	0.31839	0.56568
AGBL3	6	0.020513	0.28687	0.84467	0.97989	0.77421	0.88217	-0.0033298	-0.046829	0.95962	0.99217	0.96265	0.98265
AGBL4	6	-0.035602	-0.3907	0.90071	0.98628	0.69602	0.83693	0.03863	0.42746	0.7728	0.97308	0.66905	0.83524
AGBL5	6	0.38987	1.0853	0.020853	0.41055	0.27777	0.51927	-0.12436	-0.34303	0.54287	0.94122	0.73157	0.86066
